c:\users\elfim\server5342\ospanel\modules\database\MariaDB-10.4\bin\mysqld.exe, Version: 10.4.26-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: (null)
Time		    Id Command	Argument
		   196 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   196 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   196 Close stmt	
		   196 Prepare	select count(*) as aggregate from `users` where `email` = ?
230622 23:50:21	   196 Close stmt	
		   196 Quit	
230622 23:52:49	   197 Connect	root@localhost as anonymous on 
		   197 Query	SELECT @@version, @@version_comment
		   197 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   197 Query	SET lc_messages = 'ru_RU'
		   198 Connect	root@localhost as anonymous on 
		   198 Query	SHOW TABLES FROM `phpmyadmin`
		   198 Query	SHOW TABLES FROM `mydatabase`
		   197 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   198 Query	SHOW TABLES FROM `phpmyadmin`
		   198 Query	SHOW TABLES FROM `mydatabase`
		   197 Query	SHOW TABLES FROM `mydatabase`
		   197 Query	SELECT 1 FROM mysql.user LIMIT 1
		   197 Query	SELECT CURRENT_USER()
		   197 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   197 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   197 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   198 Quit	
		   197 Quit	
230622 23:53:11	   199 Connect	root@localhost as anonymous on mydatabase
		   199 Query	use `mydatabase`
		   199 Prepare	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   199 Execute	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   199 Close stmt	
		   199 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   199 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   199 Close stmt	
		   199 Prepare	select count(*) as aggregate from `users` where `email` = ?
		   199 Close stmt	
		   199 Quit	
230622 23:56:09	   200 Connect	root@localhost as anonymous on mydatabase
		   200 Query	use `mydatabase`
		   200 Prepare	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   200 Execute	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   200 Close stmt	
		   200 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   200 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   200 Close stmt	
		   200 Prepare	select count(*) as aggregate from `users` where `email` = ?
		   200 Close stmt	
		   200 Quit	
230623  0:00:49	   201 Connect	root@localhost as anonymous on mydatabase
		   201 Query	use `mydatabase`
		   201 Prepare	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   201 Execute	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   201 Close stmt	
		   201 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   201 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   201 Close stmt	
		   201 Prepare	select count(*) as aggregate from `users` where `email` = ?
		   201 Close stmt	
230623  0:00:50	   201 Quit	
230623  0:01:06	   202 Connect	root@localhost as anonymous on mydatabase
		   202 Query	use `mydatabase`
		   202 Prepare	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   202 Execute	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   202 Close stmt	
		   202 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   202 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   202 Close stmt	
		   202 Prepare	select count(*) as aggregate from `users` where `email` = ?
		   202 Close stmt	
		   202 Quit	
230623  0:04:51	   203 Connect	root@localhost as anonymous on 
		   203 Query	SELECT @@version, @@version_comment
		   203 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   203 Query	SET lc_messages = 'ru_RU'
		   204 Connect	root@localhost as anonymous on 
		   204 Query	SHOW TABLES FROM `phpmyadmin`
		   204 Query	SHOW TABLES FROM `mydatabase`
		   203 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   204 Query	SHOW TABLES FROM `phpmyadmin`
		   204 Query	SHOW TABLES FROM `mydatabase`
		   203 Query	SHOW TABLES FROM `mydatabase`
		   203 Query	SELECT 1 FROM mysql.user LIMIT 1
		   203 Query	SELECT CURRENT_USER()
		   203 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   203 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   203 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   204 Quit	
		   203 Quit	
230623  0:07:05	   205 Connect	root@localhost as anonymous on mydatabase
		   205 Query	use `mydatabase`
		   205 Prepare	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   205 Execute	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   205 Close stmt	
		   205 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   205 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   205 Close stmt	
		   205 Prepare	select count(*) as aggregate from `users` where `email` = ?
		   205 Close stmt	
		   205 Quit	
230623  0:11:06	   206 Connect	root@localhost as anonymous on 
		   206 Query	SELECT @@version, @@version_comment
		   206 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   206 Query	SET lc_messages = 'ru_RU'
		   207 Connect	root@localhost as anonymous on 
		   207 Query	SHOW TABLES FROM `phpmyadmin`
		   207 Query	SHOW TABLES FROM `mydatabase`
		   206 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   207 Query	SHOW TABLES FROM `phpmyadmin`
		   207 Query	SHOW TABLES FROM `mydatabase`
		   206 Init DB	mydatabase
		   206 Query	SELECT @@lower_case_table_names
		   206 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   206 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   206 Query	SELECT CURRENT_USER()
		   206 Init DB	mydatabase
		   206 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   206 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   206 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   206 Query	SHOW STORAGE ENGINES
		   206 Query	SHOW GLOBAL VARIABLES LIKE 'innodb_file_per_table'
		   206 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   206 Query	SELECT * FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   206 Query	SELECT DISTINCT `PARTITION_NAME` FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   206 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
230623  0:11:07	   206 Query	SELECT (COUNT(DB_first_level) DIV 100) * 100 from (  SELECT distinct SUBSTRING_INDEX(SCHEMA_NAME,  '_', 1)  DB_first_level  FROM INFORMATION_SCHEMA.SCHEMATA  WHERE `SCHEMA_NAME` < 'mydatabase' ) t
		   206 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		   206 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   206 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   206 Query	SELECT 1 FROM mysql.user LIMIT 1
		   206 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   206 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   207 Quit	
		   206 Quit	
		   208 Connect	root@localhost as anonymous on 
		   208 Query	SELECT @@version, @@version_comment
		   208 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   208 Query	SET lc_messages = 'ru_RU'
		   209 Connect	root@localhost as anonymous on 
		   209 Query	SHOW TABLES FROM `phpmyadmin`
		   208 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   209 Query	SHOW TABLES FROM `phpmyadmin`
		   208 Query	SELECT 1 FROM mysql.user LIMIT 1
		   208 Query	SELECT CURRENT_USER()
		   208 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   209 Quit	
		   208 Quit	
		   210 Connect	root@localhost as anonymous on 
		   210 Query	SELECT @@version, @@version_comment
		   210 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   210 Query	SET lc_messages = 'ru_RU'
		   211 Connect	root@localhost as anonymous on 
		   211 Query	SHOW TABLES FROM `phpmyadmin`
		   210 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   211 Query	SHOW TABLES FROM `phpmyadmin`
		   210 Query	SELECT CURRENT_USER()
		   210 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		   210 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   210 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` NOT IN('BASE TABLE', 'SYSTEM VERSIONED')
		   210 Query	SELECT @@lower_case_table_names
		   210 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` COLLATE utf8_general_ci='mydatabase' AND `ROUTINE_TYPE`='FUNCTION'
		   210 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` COLLATE utf8_general_ci='mydatabase'AND `ROUTINE_TYPE`='PROCEDURE'
		   210 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`EVENTS` WHERE `EVENT_SCHEMA` COLLATE utf8_general_ci='mydatabase'
		   210 Query	SELECT `TABLE_NAME` AS `name` FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED') ORDER BY `TABLE_NAME` ASC LIMIT 0, 50
		   210 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   210 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   210 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   210 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   210 Query	SELECT 1 FROM mysql.user LIMIT 1
		   210 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   210 Quit	
		   211 Quit	
		   212 Connect	root@localhost as anonymous on 
		   212 Query	SELECT @@version, @@version_comment
		   212 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   212 Query	SET lc_messages = 'ru_RU'
		   213 Connect	root@localhost as anonymous on 
		   213 Query	SHOW TABLES FROM `phpmyadmin`
		   212 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   213 Query	SHOW TABLES FROM `phpmyadmin`
		   212 Query	SELECT 1 FROM mysql.user LIMIT 1
		   212 Query	SELECT CURRENT_USER()
		   212 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   213 Quit	
		   212 Quit	
		   214 Connect	root@localhost as anonymous on 
		   214 Query	SELECT @@version, @@version_comment
		   214 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   214 Query	SET lc_messages = 'ru_RU'
		   215 Connect	root@localhost as anonymous on 
		   215 Query	SHOW TABLES FROM `phpmyadmin`
		   214 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   215 Query	SHOW TABLES FROM `phpmyadmin`
		   214 Query	SELECT 1 FROM mysql.user LIMIT 1
		   214 Query	SELECT CURRENT_USER()
		   214 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   215 Quit	
		   214 Quit	
		   216 Connect	root@localhost as anonymous on 
		   216 Query	SELECT @@version, @@version_comment
		   216 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   216 Query	SET lc_messages = 'ru_RU'
		   217 Connect	root@localhost as anonymous on 
		   217 Query	SHOW TABLES FROM `phpmyadmin`
		   216 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   217 Query	SHOW TABLES FROM `phpmyadmin`
		   216 Query	SELECT 1 FROM mysql.user LIMIT 1
		   216 Query	SELECT CURRENT_USER()
		   216 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   217 Quit	
		   216 Quit	
230623  0:16:01	   218 Connect	root@localhost as anonymous on mydatabase
		   218 Query	use `mydatabase`
		   218 Prepare	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   218 Execute	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   218 Close stmt	
		   218 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   218 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   218 Close stmt	
		   218 Prepare	select count(*) as aggregate from `users` where `email` = ?
		   218 Close stmt	
230623  0:16:02	   218 Quit	
230623  0:26:05	   219 Connect	root@localhost as anonymous on mydatabase
		   219 Query	use `mydatabase`
		   219 Prepare	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   219 Execute	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   219 Close stmt	
		   219 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   219 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   219 Close stmt	
		   219 Prepare	select count(*) as aggregate from `users` where `email` = ?
		   219 Close stmt	
230623  0:26:06	   219 Quit	
230623  0:35:02	   220 Connect	root@localhost as anonymous on 
		   220 Query	SELECT @@version, @@version_comment
		   220 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   220 Query	SET lc_messages = 'ru_RU'
		   221 Connect	root@localhost as anonymous on 
		   221 Query	SHOW TABLES FROM `phpmyadmin`
		   221 Query	SHOW TABLES FROM `mydatabase`
		   220 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   221 Query	SHOW TABLES FROM `phpmyadmin`
		   221 Query	SHOW TABLES FROM `mydatabase`
		   220 Query	SHOW TABLES FROM `mydatabase`
		   220 Query	SELECT 1 FROM mysql.user LIMIT 1
		   220 Query	SELECT CURRENT_USER()
		   220 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   220 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   220 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   221 Quit	
		   220 Quit	
230623  0:37:15	   222 Connect	root@localhost as anonymous on mydatabase
		   222 Query	use `mydatabase`
		   222 Prepare	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   222 Execute	set names 'utf8mb4' collate 'utf8mb4_unicode_ci'
		   222 Close stmt	
		   222 Prepare	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   222 Execute	set session sql_mode='ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION'
		   222 Close stmt	
